study_id,segment,code_main_cat,code_main,code_identifiers
20627,"the strain was resistant to ciprofloxacin, neomycin and gentamicin and belonged to a community-associated mrsa lineage known to be circulating in the uk.",exclusion, not first case in country,NA
20634,conclusions,exclusion,review article,NA
20634,than,exclusion, not full text article,NA
20646,sequence analysis for detection of drug resistance in mycobacterium tuberculosis complex isolates from the central region of cameroo,exclusion,not clinical case in human patient,NA
2066,"multidrug resistance of v. cholerae and variant strains of v. cholerae have been reported in other regions of india, and in neighboring countries (5,10–14). however, multidrug resistance has not been reported from the bijapur district of north karnataka.",exclusion, not first case in country,NA
20675,letter to the editor,exclusion,not clinical case in human patient,NA
2069,hib and pneumococcal isolates had high rates of resistance to tested antibiotics including tmp/smx and third generation cephalosporins.,exclusion, not first case in country,NA
2069,the authors measured nasopharyngeal carriage not the invasive disease.,exclusion,not clinical case in human patient,NA
20713,alarming prevalence of community-acquired  multidrug-resistant organisms colonization in children with  cancer and impli,exclusion,not clinical case in human patient,NA
20777,"he first ‘uk’ isolate confirmed to produce oxa-48 carbapenemase, in 2007, was a k. pneumoniae from a patient repatriated from a turkish healthcare provider (d.m. livermore and n. woodford, unpublished data), whereas no overseas link was established for any of the present infected or colonised individuals.",exclusion, not first case in country,NA
20777,"he first ‘uk’ isolate confirmed to produce oxa-48 carbapenemase, in 2007, was a k. pneumoniae from a patient repatriated from a turkish healthcare provider (d.m. livermore and n. woodford, unpublished data), whereas no overseas link was established for any of the present infected or colonised individuals.",NA,references for follow up,NA
20781,"emergence of  new delhi metalloβ-lactamase,  austria",exclusion,review article,NA
2082,"based on literature review, this is the first reported case of methicillin-resistant s. lugdunensis cochlear implant infection in the pediatric population. only one other report available describes similar s. lugdunensis infections on foreign bodies in adults with 4 of 28 isolates being methicillin-resistant.12",exclusion, not first case in country,NA
2082,"12. shah nb, osmon dr, fadel h, et al. laboratory and clinical characteristics of staphylococcus lugdunensis prosthetic joint infections. j clin microbiol 2010;48: 1600-3",NA,references for follow up,NA
20824,transformation of a susceptible escherichia coli host with plasmid preparations from the isolate generated a transformant for which the mics of all of the carbapenems tested were increased threeto fourfold.,exclusion,not clinical case in human patient,NA
20828,bedaquiline,exclusion,review article,NA
20835,comparative,exclusion,not clinical case in human patient,NA
20883,characterization of staphylococcus aureus strains isolated from czech cystic fibrosis patients: high rate of ribosomal mutation conferring resistance to mlsb antibiotics as a result of long-term and low-dose azithromycin treatment,exclusion, no resistance or did not name antibiotic/antibiotic,NA
20903,"recently, a novel vim-type mbl variant, vim-12, was identified from a clinical isolate of klebsiella pneumoniae in greece (16).",exclusion, not first case in country,NA
20908,the,exclusion,review article,NA
2094,vancomycin heteroresistant,exclusion, not first case in country,NA
2094,vancomycin heteroresistant,NA,notes,NA
20942,recent results indicate a high rate of h. pylori  resistance to clarithromycin.,exclusion, not first case in country,NA
20943,d,exclusion,not clinical case in human patient,NA
20973,"the new delhi metallo--lactamase (mbl) 1 (ndm-1) has been reported in several regions of the world, mostly in patients with a history of travel to areas where it is endemic but scarcely in latin america (1–4).",exclusion, not first case in country,NA
20985,letters,exclusion, not full text article,NA
20987,"three cases of infection due to mycobacterium lentiflavum, a recently described species characterized by multiple resistance to anti-mycobacterial drugs, are reported here.",exclusion, no resistance or did not name antibiotic/antibiotic,NA
20994,letters,exclusion, not full text article,NA
21003,study,exclusion,not clinical case in human patient,NA
21027,"the aim of this study is to measure the rate of carriage of antibiotic resistant propionibacterium acnes 10 years apart in general practice and the relationship of resistance to type of treatment, as well potential effects on other flora.",exclusion,not clinical case in human patient,NA
21052,molecular st,exclusion,not clinical case in human patient,NA
21058,invited commentary,exclusion, not full text article,NA
21081,"the total susceptibility of b. fragilis group isolates were: penicillin, 13.3%; amoxicillin/clavulanic, 89.6%; piperacillinetazobactam, 91.8%; cefoxitin, 65.8%; ertapenem, 95.9%; imipenem, 98.2%; clindamycin, 53.4% and metronidazole, 96.4%.",exclusion, not first case in country,NA
21104,letters to the editor,exclusion, not full text article,NA
21136,letters to the editor,exclusion, not full text article,NA
21138,65,patient,age,NA
21138,staphylococcal infection-related constrictive pericarditis with formation of a mycotic aneurysm in the right coronary arter,exclusion,did not name antibiotic or antibiotic combo used,NA
21138,woman,patient,sex,NA
21138,diabetes,patient,comorbidities,NA
21138,hypertension,patient,comorbidities,NA
21138,coronary artery disease,patient,comorbidities,NA
21138,hyperthyroidism,patient,comorbidities,NA
21138,esrd,patient,comorbidities,NA
21138,r chest tightness,patient,symptoms,NA
21138,expired,patient,outcome,NA
2114,mycobacterium immunogenum antibiotic susceptibilities,exclusion, not first case in country,NA
21144,"to our knowledge, four cases of meningitis caused by vancomycin-resistant e. faecium had been treated with linezolid successfully",exclusion, not first case in country,NA
21147,"in greek hospitals, imipenem-non-susceptible a. baumannii strains are isolated with increasing frequency from clinical sources and have been associated with outbreaks of infection in hospitals [13–15].",NA,references for follow up,NA
21147,"in greek hospitals, imipenem-non-susceptible a. baumannii strains are isolated with increasing frequency from clinical sources and have been associated with outbreaks of infection in hospitals [13–15].",exclusion, not first case in country,NA
21147,"poirel l, lebessi e, heritier c, patsoura a, foustoukou m, nordmann p. nosocomial spread of oxa-58-positive carbapenem-resistant acinetobacter baumannii isolates in a paediatric hospital in greece. clin microbiol infect 2006; 12: 1138–1141",NA,references for follow up,NA
21147,"tsakris a, tsioni c, pournaras s, polyzos s, maniatis an, sofianou d. spread of low-level carbapenem-resistant acinetobacter baumannii in a tertiary care greek hospital. j antimicrob chemother 2003; 52: 1046–1047",NA,references for follow up,NA
21147,"pournaras s, markogiannakis a, ikonomidis a et al. outbreak of multiple clones of imipenem-resistant acinetobacter baumannii isolates expressing oxa-58 carbapenemase in an intensive care unit. j antimicrob chemother 2006; 57: 557– 561",NA,references for follow up,NA
21148,production of a vim-type mbl in a m. morganii clinical isolate is documented in this study for the first time.,exclusion, no resistance or did not name antibiotic/antibiotic,NA
21150,the high rate of recurrent infections in the community underlies the difficulty of constraining infections caused by such microorganisms in the extrahospital setting.,exclusion, not first case in country,NA
