study_id,segment,code_identifiers,code_main,code_identifiers_link,mesh_drug_id,mesh_drug_definitions,mesh_drug_mn,mesh_drug_segment_name_class,mesh_drug_preferred_label,mesh_drug_class,mesh_drug_class_desc,mesh_drug_parent_id,mesh_drug_parent_name,mesh_drug_rank,atc_drug_preferred_label,atc_drug_id,atc_drug_parents_class_ids,atc_drug_rank,atc_drug_parent_name
18141,amikacin,NA,drug resisted,NA,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
18141,metronidazole,NA,drug resisted,NA,d008795,"a nitroimidazole used to treat amebiasis; vaginitis; trichomonas infections; giardiasis; anaerobic bacteria; and treponemal infections. it has also been proposed as a radiation sensitizer for hypoxic cells. according to the fourth annual report on carcinogens (ntp 85-002, 1985, p133), this substance may reasonably be anticipated to be a carcinogen (merck, 11th ed).",d03.383.129.308.658.500|d02.640.672.500,preferred_label,metronidazole,d,desc,d009593,nitroimidazoles,drug name,metronidazole,c0025872,a01ab|g01af|d06bx|p01ab|j01xd,drug_name,"antiinfectives and antiseptics for local oral treatment; imidazole derivatives, gyncological antiinfectives; other chemotherapeutics in atc; nitroimidazole derivatives, antiprotozoal agents against amoebiasis and other protozoal diseases; imidazole derivatives, antibacterial for systemic use"
18158,carbapenems,NA,drug resisted,NA,d015780,a group of beta-lactam antibiotics in which the sulfur atom in the thiazolidine ring of the penicillin molecule is replaced by a carbon atom. thienamycins are a subgroup of carbapenems which have a sulfur atom as the first constituent of the side chain.,d02.065.589.099.124|d03.633.100.300.124,preferred_label,carbapenems,d,desc,d047090,beta-lactams,drug group,carbapenems,c0006968,j01d,drug_group,other beta-lactam antibacterials in atc
18158,imipenem,NA,drug resisted,NA,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
18158,meropenem,NA,drug resisted,NA,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
18184,rifampicin,a,drug resisted,drug resisted; mic,d012293,"a semisynthetic antibiotic produced from streptomyces mediterranei. it has a broad antibacterial spectrum, including activity against several forms of mycobacterium. in susceptible organisms it inhibits dna-dependent rna polymerase activity by forming a stable complex with the enzyme. it thus suppresses the initiation of rna synthesis. rifampin is bactericidal, and acts on both intracellular and extracellular organisms. (from gilman et al., goodman and gilman's the pharmacological basis of therapeutics, 9th ed, p1160)",d03.633.400.811.700|d04.345.295.750.700,synonyms,rifampin,d,desc,d012294,rifamycins,drug name,rifampicin,c0035608,j04ab,drug_name,"antibiotics, antitubercular"
18184,amikacin,d,drug resisted,drug resisted; mic,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
18184,kanamycin,e,drug resisted,drug resisted; mic,d007612,"antibiotic complex produced by streptomyces kanamyceticus from japanese soil. comprises 3 components: kanamycin a, the major component, and kanamycins b and c, the minor components.",d09.408.051.476,preferred_label,kanamycin,d,desc,d000617,aminoglycosides,drug group,kanamycin,c0022487,s01aa|j01gb|a07aa,drug_name,"antibiotics, ophthalmologic; other aminoglycosides in atc; antibiotics, intestinal"
18184,moxifloxacin,f,drug resisted,drug resisted; mic,c104727,NA,NA,preferred_label,moxifloxacin,c,supp,d024841,fluoroquinolones,drug name,moxifloxacin,c0536495,s01ae|j01ma,drug_name,"fluoroquinolone antiinfectives, ophthalmologic; fluoroquinolone antibacterials, systemic"
18184,ofloxacin,g,drug resisted,drug resisted; mic,d015242,"a synthetic fluoroquinolone antibacterial agent that inhibits the supercoiling activity of bacterial dna gyrase, halting dna replication.",d03.633.100.810.835.322.500,preferred_label,ofloxacin,d,desc,d024841,fluoroquinolones,drug group,ofloxacin,c0028902,j01ma|s02aa|s01ae,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic"
18184,isoniazid,b,drug resisted,drug resisted; mic,d007538,antibacterial agent used primarily as a tuberculostatic. it remains the treatment of choice for tuberculosis.,d03.066.349.410|d02.442.436|d03.383.725.394.582,preferred_label,isoniazid,d,desc,d006834|d007539,hydrazines; isonicotinic acids,drug name,isoniazid,c0022209,j04ac,drug_name,hydrazides for tuberculosis treatment
18184,rifabutin,c,drug resisted,drug resisted; mic,d017828,a broad-spectrum antibiotic that is being used as prophylaxis against disseminated mycobacterium avium complex infection in hiv-positive patients.,d04.345.295.750.650|d03.633.400.811.650,preferred_label,rifabutin,d,desc,d012294,rifamycins,drug group,rifabutin,c0140575,j04ab,drug_name,"antibiotics, antitubercular"
18265,ceftazidime,NA,drug resisted,NA,d002442,"semisynthetic, broad-spectrum antibacterial derived from cephaloridine and used especially for pseudomonas and other gram-negative infections in debilitated patients.",d03.633.100.300.249.210.150|d02.065.589.099.249.210.150|d02.886.665.074.210.150,preferred_label,ceftazidime,d,desc,d002509,cephaloridine,drug name,ceftazidime,c0007559,j01dd,drug_name,third-generation cephalosporins
18265,cefepime,NA,drug resisted,NA,c043266,NA,NA,preferred_label,cefepime,c,supp,d002511,cephalosporins,drug name,cefepime,c0055003,j01de,drug_name,fourth-generation cephalosporins
18265,cefotetan/cloxacillin,NA,drug resisted,NA,NA,NA,NA,NA,cefotetan/cloxacillin,NA,NA,NA,"NA",drug name,cefotetan/cloxacillin,NA,NA,NA,"NA"
18265,aztreonam,NA,drug resisted,NA,d001398,"a monocyclic beta-lactam antibiotic originally isolated from chromobacterium violaceum. it is resistant to beta-lactamases and is used in gram-negative infections, especially of the meninges, bladder, and kidneys. it may cause a superinfection with gram-positive organisms.",d03.633.100.300.500.044|d03.383.411.350.044|d02.886.108.500.044|d02.065.589.099.500.044,preferred_label,aztreonam,d,desc,d008997,monobactams,drug name,aztreonam,c0004521,j01df,drug_name,monobactams
18265,ertapenem,NA,drug resisted,NA,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
18265,imipenem,NA,drug resisted,NA,d015378,"semisynthetic thienamycin that has a wide spectrum of antibacterial activity against gram-negative and gram-positive aerobic and anaerobic bacteria, including many multiresistant strains. it is stable to beta-lactamases. clinical studies have demonstrated high efficacy in the treatment of infections of various body systems. its effectiveness is enhanced when it is administered in combination with cilastatin, a renal dipeptidase inhibitor.",d02.065.589.099.124.300.500|d03.633.100.300.124.300.500,preferred_label,imipenem,d,desc,d013845,thienamycins,drug name,imipenem and cilastatin,c0071972,j01dh,drug_name,carbapenems
18265,meropenem,NA,drug resisted,NA,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
18265,ciprofloxacin,NA,drug resisted,NA,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
18265,amikacin,NA,drug resisted,NA,d000583,a broad-spectrum antibiotic derived from kanamycin. it is reno- and oto-toxic like the other aminoglycoside antibiotics.,d09.408.051.476.060,preferred_label,amikacin,d,desc,d007612,kanamycin,drug name,amikacin,c0002499,s01aa|d06ax|j01gb,drug_name,"antibiotics, ophthalmologic; other antibiotics for topical use in atc; other aminoglycosides in atc"
18265,tobramycin,NA,drug resisted,NA,d014031,"an aminoglycoside, broad-spectrum antibiotic produced by streptomyces tenebrarius. it is effective against gram-negative bacteria, especially the pseudomonas species. it is a 10% component of the antibiotic complex, nebramycin, produced by the same species.",d09.408.051.476.600.800,preferred_label,tobramycin,d,desc,d009328,nebramycin,drug name,tobramycin,c0040341,s01aa|j01gb,drug_name,"antibiotics, ophthalmologic; other aminoglycosides in atc"
18265,colistin,NA,drug resisted,NA,d003091,"cyclic polypeptide antibiotic from bacillus colistinus. it is composed of polymyxins e1 and e2 (or colistins a, b, and c) which act as detergents on cell membranes. colistin is less toxic than polymyxin b, but otherwise similar; the methanesulfonate is used orally.",d04.345.566.780.110|d12.644.641.780.110|d10.477.750.110|d12.776.543.695.054.600.110|d12.644.050.600.110,preferred_label,colistin,d,desc,d011113,polymyxins,drug name,colistin,c0009316,a07aa|j01xb,drug_name,"antibiotics, intestinal; polymyxins"
18265,tigecycline,NA,drug resisted,NA,c119092,NA,NA,preferred_label,tigecycline,c,supp,d008911/q000031,minocycline,drug name,tigecycline,c1260298,j01aa,drug_name,tetracyclines
18265,"piperacillin, tazobactam drug combination",NA,drug resisted,NA,c085143,NA,NA,preferred_label,"piperacillin, tazobactam drug combination",c,supp,d010397/q000031|d010878,penicillanic acid; piperacillin,drug name,piperacillin and beta-lactamase inhibitor,c3653018,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
18265,cefoxitin,NA,drug resisted,NA,d002440,a semisynthetic cephamycin antibiotic resistant to beta-lactamase.,d02.065.589.099.249.250.222|d03.633.100.300.249.250.222|d02.886.665.074.250.222,preferred_label,cefoxitin,d,desc,d002513,cephamycins,drug name,cefoxitin,c0007557,j01dc,drug_name,second-generation cephalosporins
18265,cefpodoxime,NA,drug resisted,NA,c053268,NA,NA,preferred_label,cefpodoxime,c,supp,d015296/q000031,ceftizoxime,drug name,cefpodoxime,c0055011,j01dd,drug_name,third-generation cephalosporins
18265,cefotaxime,NA,drug resisted,NA,d002439,semisynthetic broad-spectrum cephalosporin.,d03.633.100.300.249.190.190|d02.065.589.099.249.190.190|d02.886.665.074.190.190,preferred_label,cefotaxime,d,desc,d002505,cephacetrile,drug group,cefotaxime,c0007554,j01dd,drug_name,third-generation cephalosporins
18266,ertapenem,a,drug resisted,binomial (genus species); drug resisted; sex; strain; symptoms,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
18266,penicillins,a,drug resisted,binomial (genus species); drug resisted; sex; strain; symptoms,d010406,"a group of antibiotics that contain 6-aminopenicillanic acid with a side chain attached to the 6-amino group. the penicillin nucleus is the chief structural requirement for biological activity. the side-chain structure determines many of the antibacterial and pharmacological characteristics. (goodman and gilman's the pharmacological basis of therapeutics, 8th ed, p1065)",d03.633.100.300.750|d02.065.589.099.750|d02.886.108.750,preferred_label,penicillins,d,desc,d047090,beta-lactams,drug group,combinations of penicillins,c2052681,j01cr,drug_name,"combinations of penicillins, incl. beta-lactamase inhibitors"
18266,cephalosporins,a,drug resisted,binomial (genus species); drug resisted; sex; strain; symptoms,d002511,a family of organic compounds that are composed of a dihydrothiazine ring and a beta-lactam ring.|a group of broad-spectrum antibiotics first isolated from the mediterranean fungus acremonium. they contain the beta-lactam moiety thia-azabicyclo-octenecarboxylic acid also called 7-aminocephalosporanic acid.,d02.065.589.099.249|d02.886.665.074|d03.633.100.300.249,preferred_label,cephalosporins,d,desc,d013843|d047090,thiazines; beta-lactams,drug group,other cephalosporins and penems in atc,c3653882,j01d,drug_group,other beta-lactam antibacterials in atc
18266,aminoglycosides,a,drug resisted,binomial (genus species); drug resisted; sex; strain; symptoms,d000617,glycosylated compounds in which there is an amino substituent on the glycoside. some of them are clinically important antibiotics.,d09.408.051,preferred_label,aminoglycosides,d,desc,d006027,glycosides,drug group,aminoglycoside antibacterials,c0003233,j01,drug_group,antibacterials for systemic use
18266,ciprofloxacin,a,drug resisted,binomial (genus species); drug resisted; sex; strain; symptoms,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
18266,meropenem,b,drug resisted,binomial (genus species); drug resisted; event year; place traveled to; sex; strain,c059500,NA,NA,preferred_label,meropenem,c,supp,d013845,thienamycins,drug name,meropenem,c0066005,j01dh,drug_name,carbapenems
18266,ertapenem,b,drug resisted,binomial (genus species); drug resisted; event year; place traveled to; sex; strain,c446479,NA,NA,preferred_label,ertapenem,c,supp,d047090,beta-lactams,drug name,ertapenem,c1120106,j01dh,drug_name,carbapenems
18266,aminoglycosides,b,drug resisted,binomial (genus species); drug resisted; event year; place traveled to; sex; strain,d000617,glycosylated compounds in which there is an amino substituent on the glycoside. some of them are clinically important antibiotics.,d09.408.051,preferred_label,aminoglycosides,d,desc,d006027,glycosides,drug group,aminoglycoside antibacterials,c0003233,j01,drug_group,antibacterials for systemic use
18266,ciprofloxacin,b,drug resisted,binomial (genus species); drug resisted; event year; place traveled to; sex; strain,d002939,a broad-spectrum antimicrobial carboxyfluoroquinoline.,d03.633.100.810.835.322.186,preferred_label,ciprofloxacin,d,desc,d024841,fluoroquinolones,drug group,ciprofloxacin,c0008809,j01ma|s03aa|s01ae|s02aa,drug_name,"fluoroquinolone antibacterials, systemic; antiinfectives; fluoroquinolone antiinfectives, ophthalmologic; antiinfectives"
